,PC_1,PC_2,PC_3
2006-03-31,-17.112386529181386,-1.8770128719520154,-0.6561761385478354
2006-04-07,-17.632765350476507,-2.37601433304462,-0.7788246068853077
2006-04-13,-17.760031666969216,-2.318284288456487,-0.6698014119933562
2006-04-21,-17.668712564725258,-2.299811336363312,-0.6913793409397004
2006-04-28,-17.852361726186572,-2.1231878231288164,-0.5763768003199804
2006-05-05,-17.963357298517273,-2.2134480352300496,-0.6652484485441194
2006-05-12,-18.174522616576308,-2.2701442160248826,-0.6897761130587315
2006-05-19,-17.959594982598002,-2.3157144757462054,-0.8769491005223333
2006-05-26,-17.52875630451949,-2.1356842260957247,-0.891173513675779
2006-06-02,-17.792364586375566,-2.068018750674731,-0.8310154383130738
2006-06-09,-17.792424745592704,-2.1179299751722658,-0.8578752575673881
2006-06-16,-17.831381078376456,-2.0635306617832243,-0.8511260030101185
2006-06-23,-18.398180262904912,-2.125265556472482,-0.7590618051472677
2006-06-30,-18.425136715612567,-2.0003295562667094,-0.7102490629979187
2006-07-07,-18.411870096372827,-1.9132893430082154,-0.7007716931337737
2006-07-14,-18.152541355111943,-1.9031010114062772,-0.8479161377987308
2006-07-21,-18.039205158755212,-1.7959395640988358,-0.8775704313179793
2006-07-28,-17.90533554964161,-1.7318186661128037,-0.9131165484721686
2006-08-04,-17.85013094188319,-1.5853417875360252,-0.8803589544499916
2006-08-11,-18.12432422262226,-1.5921274721892495,-0.86024156109199
2006-08-18,-17.95510560051095,-1.4265612730716015,-0.867909360045819
2006-08-25,-17.585100564805206,-1.417576606224023,-1.0094621539515225
2006-09-01,-17.413947406432616,-1.2341581442215483,-0.9971075820076146
2006-09-08,-17.502331885632515,-1.1294642587930666,-0.9579988910811664
2006-09-15,-17.444523351965753,-1.0058534687654141,-0.9103560872457374
2006-09-22,-17.18599437031161,-0.9425481736751973,-0.9999932807880292
2006-09-29,-17.11599681401754,-0.8377306252301477,-0.9297108427673865
2006-10-06,-17.042067853954926,-0.8777057294781477,-0.9571097156840542
2006-10-13,-17.362128535363883,-0.8819622807775598,-0.862291890084223
2006-10-20,-17.427813490560908,-0.8752140224165708,-0.8606903892627727
2006-10-27,-17.322978329441224,-0.7268902560492768,-0.8408930981398907
2006-11-03,-17.413568342355973,-0.7027676575749406,-0.8577917260096519
2006-11-10,-17.28168996506611,-0.6110118006248629,-0.8919374869757078
2006-11-17,-17.326242031510482,-0.5828609597632383,-0.85340810892018
2006-11-24,-17.238156639333077,-0.5931082876932785,-0.9530098174286237
2006-12-01,-17.196041526110736,-0.58660245498602,-0.9729978076566729
2006-12-08,-17.216085814291826,-0.4954722990411059,-0.9202869384226567
2006-12-15,-17.53864647190902,-0.5271653182546071,-0.8482213620487695
2006-12-22,-18.010827289603895,-0.6323014310300301,-0.8434625358384983
2006-12-29,-18.26977233510823,-0.6976027327094478,-0.8236532731120391
2007-01-05,-18.371089077758832,-0.7142732693936358,-0.8364265847787864
2007-01-12,-18.663017133827058,-0.8446200277947746,-0.8909294408469477
2007-01-19,-18.6141965592497,-0.7255030384182315,-0.8502624055824827
2007-01-26,-18.859409338164195,-0.7718347165903022,-0.8164351502873074
2007-02-02,-18.790714739851666,-0.8352359755994092,-0.8684725378057573
2007-02-09,-18.79666684327971,-0.7448987252917538,-0.8660239422125623
2007-02-16,-18.675291593406357,-0.7120008189029029,-0.9040462447999539
2007-02-23,-18.716875669032373,-0.6445351434601825,-0.8790014563583861
2007-03-02,-18.32139453391193,-0.6484291820936101,-1.023247191849849
2007-03-09,-18.466730891459306,-0.5881541373073924,-1.060052824615226
2007-03-16,-18.322525894378582,-0.5089497970377959,-1.0503340571745388
2007-03-23,-18.70049152395102,-0.6408731929890413,-1.095808170202414
2007-03-30,-18.934874813509012,-0.66354608919103,-1.042372915907947
2007-04-05,-19.100013855580666,-0.7093710323686869,-1.0703131182838068
2007-04-13,-19.599413364211063,-0.8385571638063813,-1.0444251937987215
2007-04-20,-19.58168202520682,-0.7677390306354427,-1.006377341531316
2007-04-27,-19.63160514194396,-0.7159745092478079,-0.9825632048044503
2007-05-04,-19.51781845043854,-0.6859614214092797,-1.014410283240885
2007-05-11,-19.513702394215315,-0.6587025696314155,-1.0335115987575123
2007-05-18,-20.016777984271606,-0.7041121199843249,-0.9349940573406126
2007-05-25,-20.258135749237994,-0.7249680960140762,-0.9052862990936603
2007-06-01,-20.52017912891462,-0.7283486593998195,-0.8467393826437131
2007-06-08,-21.006496089849694,-0.9638060397508141,-0.8877587698699551
2007-06-15,-21.426877726487934,-1.1261412940771842,-0.8912946141438137
2007-06-22,-21.401260303331927,-1.085901951455781,-0.8605841943980176
2007-06-29,-20.98685498156714,-0.8715278280422735,-0.8492838652779688
2007-07-06,-21.46557569497606,-0.9711336549040464,-0.7676178163994688
2007-07-13,-21.224215135923863,-0.8700447932402773,-0.8180378202004718
2007-07-20,-20.714307118164932,-0.6410068180707681,-0.8828188232053746
2007-07-27,-20.287454655415818,-0.6225883966349104,-1.0145138937019609
2007-08-03,-20.29784765555156,-0.5853417708389917,-0.9943967459196323
2007-08-10,-20.342966456789714,-0.80500123014429,-1.0556534883099906
2007-08-17,-19.934966688967886,-1.0675166588951805,-1.2713500963806421
2007-08-24,-19.962848061084152,-0.9970455751485936,-1.306528069116831
2007-08-31,-20.11885365362247,-1.1136866475043243,-1.1926254276157455
2007-09-07,-19.796985833175974,-1.1274688978209273,-1.3802895575936631
2007-09-14,-19.65224940496785,-1.0000460031774103,-1.308402342563721
2007-09-21,-20.370819766352884,-1.2884776737943553,-1.2196234799783032
2007-09-28,-20.290217582894577,-1.265577938536728,-1.1595942079233759
2007-10-05,-20.2204242780525,-1.270433705712788,-1.1815977662110626
2007-10-12,-20.50975424207111,-1.1942866542811479,-1.0416639468553566
2007-10-19,-20.050715570615836,-1.1470700828491633,-1.234234080709017
2007-10-26,-19.74009572042421,-1.0436929182649042,-1.2833550548915564
2007-11-02,-19.723950797266802,-0.9974295335249687,-1.3093415562450885
2007-11-09,-19.490088780973576,-1.1227285148024002,-1.4889408486829896
2007-11-16,-19.551811052254287,-1.1355960659959126,-1.5212977496131181
2007-11-23,-19.4535143495909,-1.3188010008099316,-1.6987362913526554
2007-11-30,-19.753469311193413,-1.355105262581296,-1.58650819925055
2007-12-07,-19.938241476713298,-1.3374961403494932,-1.5220788558682652
2007-12-14,-20.179198286389493,-1.2598247910370723,-1.3116831140138285
2007-12-21,-20.146011287321265,-1.281760419955356,-1.2570370043557901
2007-12-28,-20.26160387167983,-1.276410990107054,-1.2487393987031297
2008-01-04,-19.63539595053289,-1.3289265224487141,-1.5894171700794928
2008-01-11,-19.576512274314645,-1.3231429333817601,-1.679247103828265
2008-01-18,-19.10974492146833,-1.494454362690593,-1.931964578905953
2008-01-25,-19.35068424328048,-1.5933059663384823,-1.840349260335389
2008-02-01,-18.92307846546708,-1.6474812297507655,-1.9832384275641262
2008-02-08,-18.47542067528875,-1.9546823504925284,-2.192934856899695
2008-02-15,-18.857371596127965,-2.029644230502752,-2.231844270758563
2008-02-22,-19.224106818250572,-1.8680029925688877,-2.1109339679132972
2008-02-29,-18.845609973392566,-2.056800010214978,-2.32987223847834
2008-03-07,-18.968890163083238,-1.9727634031539738,-2.4388132749165656
2008-03-14,-18.88985447944836,-1.9129438424149035,-2.4530599171442016
2008-03-20,-18.9345235593063,-1.5976502704007567,-2.109970391699379
2008-03-28,-19.594123082600312,-1.7468268898825716,-2.040973245721565
2008-04-04,-19.47345770641848,-1.6140448062976986,-1.953149066345127
2008-04-11,-19.2917555004756,-1.5789470615050631,-2.0007370590939533
2008-04-18,-20.35230592535553,-1.6060829712465776,-1.72483696270214
2008-04-25,-20.39860135999383,-1.6037601658753555,-1.7088437587518785
2008-05-02,-20.370767969561165,-1.5741570215113638,-1.6194141592025788
2008-05-09,-19.67288590853877,-1.4469771452346416,-1.7760455642481947
2008-05-16,-20.46399742009037,-1.4380598356194723,-1.5683582584145959
2008-05-23,-20.739145279888756,-1.2737553583184398,-1.4505491748217738
2008-05-30,-21.16426809623586,-1.3678930925426784,-1.3457144680226496
2008-06-06,-21.42882503181963,-0.7635578651284592,-1.0729328961162763
2008-06-13,-22.087053521340486,-0.9825560094220401,-0.926656381290212
2008-06-20,-21.842192943798505,-0.7161276049338375,-0.8008420656545175
2008-06-27,-21.867813967121936,-1.0134749187124068,-1.2350053884114458
2008-07-04,-21.854203630135963,-1.059221070301051,-1.278964265827934
2008-07-11,-21.442928387561324,-0.9164695057171752,-1.363710104508883
2008-07-18,-21.939830514924452,-1.0334464015393112,-1.1898969084967357
2008-07-25,-21.85135201334371,-1.015573566599405,-1.2403710534367927
2008-08-01,-21.132353844787026,-0.9266629295047875,-1.441786278010973
2008-08-08,-20.780324754034435,-1.1282497941271155,-1.8365392426135245
2008-08-15,-20.58047072413057,-1.091142411274808,-1.8595616798340497
2008-08-22,-20.76355184719435,-1.0116123777973516,-1.7452514456018795
2008-08-29,-20.555030432560915,-0.8873644468366073,-1.6311825558730964
2008-09-05,-20.098153950867466,-0.9642044530244249,-2.0559647790334785
2008-09-12,-20.59522132525126,-1.198004220095291,-2.0454470478644495
2008-09-19,-21.04691040175498,-1.5058602174483937,-1.9977327128429283
2008-09-26,-20.676256272350464,-1.8366402037511858,-1.8102593440236583
2008-10-03,-19.089271376666858,-1.6143035738632192,-1.599932848243658
2008-10-10,-18.988225279251363,-2.0261625788536306,-1.4566324277269749
2008-10-17,-19.054821856511847,-2.799540284248378,-1.3257891240923931
2008-10-24,-18.089248488010796,-2.7343857680264803,-1.271964946237576
2008-10-31,-18.53281466639528,-3.3790663448570566,-1.3700156674475343
2008-11-07,-18.208595459229272,-3.7086115254803964,-1.5369578122171268
2008-11-14,-18.026757672121676,-4.089458858165004,-1.6677587732910952
2008-11-21,-16.923967133998865,-4.006184114588256,-1.3291582444496826
2008-11-28,-16.239575233672397,-3.6046634579074612,-0.8884008110510194
2008-12-05,-15.332464218298773,-2.9589889986986533,-0.4456517922200731
2008-12-12,-16.194606161069316,-3.4460482503699943,-0.6765987030381468
2008-12-19,-15.352452620818992,-3.619607090741364,-0.6315743559546243
2008-12-24,-15.2671840998684,-3.654856872860644,-0.6335494602532501
2009-01-02,-15.13345902016018,-3.7350307879058016,-0.5892458979958026
2009-01-09,-15.413563271020601,-4.632653798291955,-0.9187948324601113
2009-01-16,-15.545359877626144,-4.811152120516979,-0.9378931865172774
2009-01-23,-16.0355302018168,-5.6636229803207625,-1.132732519026161
2009-01-30,-15.940625762616767,-5.352071716187336,-0.5165903777449767
2009-02-06,-15.946511558834455,-5.806892201593347,-0.6961997934657377
2009-02-13,-15.278385702774669,-5.523407179432914,-0.7323171611902933
2009-02-20,-15.406709913452293,-5.683863768942178,-0.8559836393154673
2009-02-27,-15.369310608054791,-5.817620245061645,-0.772595810049731
2009-03-06,-15.078937410479313,-5.899210489764501,-0.7933431059261782
2009-03-13,-15.593396799035954,-6.017059375713553,-0.8471102189301527
2009-03-20,-15.234503162774642,-5.967039143202806,-0.8278538195648268
2009-03-27,-15.191707642773295,-5.917199253426093,-0.7439486083176784
2009-04-03,-15.559685801578212,-5.968724704341655,-0.7048846909503554
2009-04-09,-15.747185283226912,-6.163797649945891,-0.7396871532335151
2009-04-17,-15.689031811515084,-5.993738295781383,-0.8116545852307158
2009-04-24,-15.360611181370214,-5.9286650495463995,-0.754767796656629
2009-04-30,-15.02882942000203,-5.853748883258604,-0.6771686245878793
2009-05-08,-15.696157222261128,-6.423540694160671,-0.8270325520018285
2009-05-15,-15.530191635995491,-6.4512727470641575,-0.8704347216733723
2009-05-22,-16.000085629655263,-6.475886651895644,-0.9177396233858225
2009-05-29,-16.44801334194813,-6.58256763026105,-0.7261397476691733
2009-06-05,-16.705986633243878,-6.289089157233289,-0.5288467444249421
2009-06-12,-16.522388613057355,-6.284675529281492,-0.4793522003226687
2009-06-19,-16.44953485807295,-6.562078803755643,-0.7601312364140844
2009-06-26,-15.814944560454054,-6.619521235263337,-0.8318820950800911
2009-07-03,-15.450446065752525,-6.540491019183137,-0.7436530499516163
2009-07-10,-15.192308389900724,-6.529546873826994,-0.7132754387159457
2009-07-17,-15.410984799156525,-6.619975166384509,-0.5480851487599335
2009-07-24,-15.46979499222715,-6.5825609370802365,-0.6056196466976491
2009-07-31,-14.758033573350321,-6.189092522724547,-0.5416984287502622
2009-08-07,-15.235848934838055,-6.017313464776727,-0.2717066791157233
2009-08-14,-14.791275215082567,-6.149022434971117,-0.45955717001521457
2009-08-21,-14.640851920201428,-5.966674883561903,-0.42388393703120786
2009-08-28,-14.599964817754286,-6.101994675623194,-0.5033696422655383
2009-09-04,-14.588493538369836,-6.301167832956255,-0.5692493851430359
2009-09-11,-14.655067105024143,-6.472530936052652,-0.7284534577888171
2009-09-18,-14.955234951955896,-6.425272343932247,-0.7009950981970489
2009-09-25,-14.514670645130998,-6.308030495828522,-0.68911079053541
2009-10-02,-14.258610623279477,-6.155004891434798,-0.6802022788155765
2009-10-09,-14.547125171238347,-5.994879968541196,-0.6312896294278106
2009-10-16,-14.898048827463931,-6.138395096596655,-0.6318359731034657
2009-10-23,-15.037324304701237,-6.271772889201507,-0.7315469618669084
2009-10-30,-14.677610190974612,-6.138691653102536,-0.7305185449965931
2009-11-06,-15.006183528597923,-6.382843189721127,-0.7524725710940378
2009-11-13,-14.695192688748625,-6.334202138385314,-0.7919766871846403
2009-11-20,-14.559878002141206,-6.1424057444603,-0.6886514659253499
2009-11-27,-14.373363341471636,-6.183136883495932,-0.8595962272716602
2009-12-04,-14.519582701867167,-6.168900401538357,-0.7260186680264733
2009-12-11,-14.496988035856223,-6.24597757958184,-0.8234690343862078
2009-12-18,-14.053813835991953,-6.133748761106997,-0.7874638316814357
2009-12-24,-14.540493456802773,-6.360989649539729,-0.82334944264599
2009-12-31,-14.879846630071576,-6.364350999538687,-0.7333847291216522
2010-01-08,-14.67595579547171,-6.3808011855169084,-0.6663061939561818
2010-01-15,-14.388322719666034,-6.4160533642340445,-0.7059760194148714
2010-01-22,-14.256074771497923,-6.4481636653034595,-0.7749394932902756
2010-01-29,-14.206685005428872,-6.2887657997380195,-0.6604414013897008
2010-02-05,-13.906312204589433,-6.14497676432962,-0.7353999954334038
2010-02-12,-13.986887248491326,-6.30527351184257,-0.7932765495308638
2010-02-19,-14.18220010414121,-6.413002674331324,-0.7965577543870244
2010-02-26,-13.538214220928559,-6.299934141784334,-0.8731656985151971
2010-03-05,-13.789224053964945,-6.361927956438045,-0.8604333430900811
2010-03-12,-13.901115997682663,-6.323955995686549,-0.8341408742172312
2010-03-19,-13.689934227812854,-6.289049861326496,-0.9199101301875136
2010-03-26,-13.707510438650596,-6.264203069696059,-0.8168652145872898
2010-04-01,-13.445332808282467,-6.086101571816606,-0.8218556451946081
2010-04-09,-13.660891985378651,-6.164229996815678,-0.8192623118806848
2010-04-16,-13.513727653794083,-6.226920238928774,-0.9635418205183874
2010-04-23,-13.434621414830929,-6.166009507060032,-0.917608477066828
2010-04-30,-13.078923755099764,-5.993625961907053,-0.8791113210133694
2010-05-07,-12.57208506179392,-6.297102511155019,-1.2960673715755795
2010-05-14,-12.672113734820666,-6.3581731774408565,-1.3493528212282357
2010-05-21,-12.08853750541445,-5.928648852232406,-1.2652586398902914
2010-05-28,-11.483208036365957,-5.9224215215086184,-1.1258959411264513
2010-06-04,-11.525871840309478,-5.949462207822511,-1.0858703572764166
2010-06-11,-11.452086882841794,-5.932889594065608,-1.0797548333434948
2010-06-18,-11.854413309083949,-5.964285451323697,-1.022978003311834
2010-06-25,-11.713643226366685,-5.809922985137149,-1.1048531701115256
2010-07-02,-11.50019544536903,-5.514701894452945,-1.1466823980205163
2010-07-09,-11.520681829253686,-5.319016840212362,-1.1402362725350246
2010-07-16,-11.539980992261619,-5.2677366289415435,-1.0801371435249187
2010-07-23,-11.710398631792712,-5.334356816539893,-1.1209468289574684
2010-07-30,-11.761178284293262,-5.340743817045154,-1.1064327639675473
2010-08-06,-11.174898613600599,-5.0391923790066695,-1.1778401971493704
2010-08-13,-10.790722794485736,-5.164888616794029,-1.2865872225746793
2010-08-20,-10.099911521779136,-4.792082180461343,-1.0930962972233715
2010-08-27,-9.397809171667213,-4.283378853411369,-0.8522091074931166
2010-09-03,-10.33300958893999,-4.848267044607813,-1.0821298688059973
2010-09-10,-10.44198585376695,-4.749755167305997,-0.9578318157421623
2010-09-17,-10.772508366346337,-4.819140699755343,-0.9611232498198079
2010-09-24,-10.521950878139995,-4.789369251612352,-1.03564094993082
2010-10-01,-10.709900983356677,-4.390340128518825,-0.9731980173770663
2010-10-08,-10.48378805306825,-4.436335700591455,-1.0819587658085457
2010-10-15,-10.737666239485705,-4.572292606697588,-1.1855161700161323
2010-10-22,-11.118214331268621,-4.338825143835069,-0.941222553762943
2010-10-29,-11.266674388653577,-4.34086564805543,-0.9261188309593125
2010-11-05,-11.005990238624365,-4.327954441123941,-1.0656986783083338
2010-11-12,-11.310794556158301,-4.48414194222599,-1.0135814642633365
2010-11-19,-11.959807115010191,-4.72761486410756,-0.8741019721727314
2010-11-26,-11.975665703363362,-4.93828337859774,-0.8710982536044188
2010-12-03,-12.466883869743253,-5.307358110318857,-0.8502343986488219
2010-12-10,-12.66397298783151,-5.215649078124197,-0.6546535523465637
2010-12-17,-13.018833370059037,-5.45317119794862,-0.6995394547989743
2010-12-24,-12.665580213023595,-5.52197257861887,-0.7386766713078564
2010-12-31,-12.668755861066453,-5.604846606503711,-0.7753083465809301
2011-01-07,-12.606786658898503,-5.5963486046715705,-0.7649596184566912
2011-01-14,-12.913610579397842,-5.344734341972268,-0.5571785658626228
2011-01-21,-13.61720551258792,-5.3262478904436605,-0.47211074539154807
2011-01-28,-13.834384025675242,-5.09998440122735,-0.40869441083101254
2011-02-04,-13.988510351356563,-5.273251576838619,-0.4917742254768429
2011-02-11,-14.160951738139026,-5.333557850277408,-0.537145638188884
2011-02-18,-14.045448435050249,-5.322131441729727,-0.5465092812928488
2011-02-25,-13.796650041206538,-4.999536935503673,-0.4962605535923167
2011-03-04,-14.478490471570057,-4.874057758678333,-0.39886205334284086
2011-03-11,-14.136187949907395,-4.875283294875398,-0.4444835299335481
2011-03-18,-14.062812408636637,-4.956911273133198,-0.5692191350374359
2011-03-25,-14.490258813984616,-4.934770231285365,-0.5129151386396815
2011-04-01,-14.943714774799698,-4.9360121825626155,-0.3688834898752037
2011-04-08,-15.35397853814745,-4.96323063380737,-0.4393645484576617
2011-04-15,-15.039121883279348,-4.85844903762278,-0.445447796105505
2011-04-21,-14.671702857201941,-4.716511192528358,-0.5239779168784952
2011-04-29,-14.624734703867531,-4.568732353678351,-0.5189647555691224
2011-05-06,-14.414809623628779,-4.5234630887889065,-0.6117479873831573
2011-05-13,-14.160953675550235,-4.486734365381732,-0.7219498595113167
2011-05-20,-14.129631141898066,-4.435434968237775,-0.733423552246069
2011-05-27,-13.656821185338831,-4.507116622293914,-0.8585030954633415
2011-06-03,-13.763658155270416,-4.436624499686179,-0.8961306046655462
2011-06-10,-13.742846723080133,-4.422122511937021,-1.0444875367153355
2011-06-17,-13.87644013505531,-4.518478103987999,-1.170433220711785
2011-06-24,-13.657626727207727,-4.608786819847895,-1.2984893997951752
2011-07-01,-14.321370092029872,-4.567361588696719,-1.1185485426549393
2011-07-08,-13.64667772169709,-4.365753377864943,-1.1790555262952895
2011-07-15,-13.023097689387248,-4.508847146284136,-1.2521222043521665
2011-07-22,-13.484095134819636,-4.619108024990889,-1.225915308774551
2011-07-29,-12.595112151325862,-4.508587704730591,-1.279800453322812
2011-08-05,-11.774680892583179,-4.756289489331495,-1.1420980817772106
2011-08-12,-11.507572826465687,-5.001776174926365,-1.4539151219421291
2011-08-19,-10.764140568610133,-4.72469420182649,-1.446317586813362
2011-08-26,-10.777900122882132,-4.808893815402476,-1.4757775697848317
2011-09-02,-10.69319818503919,-4.902689890155619,-1.4896296989475255
2011-09-09,-9.762694033092028,-4.836580547133588,-1.4970373932011949
2011-09-16,-10.105891720344237,-4.685338572558,-1.2170554363350155
2011-09-23,-9.261279283099666,-4.516595706048974,-1.0076085022293273
2011-09-30,-9.905291166171692,-4.660654084311701,-1.0243131711252087
2011-10-07,-10.439497151563883,-4.760661602821262,-1.0938204889922136
2011-10-14,-11.26499773190157,-5.13899945133131,-0.9651442917448315
2011-10-21,-11.307843166481197,-5.047359894995317,-0.9851432318674332
2011-10-28,-11.354383566578786,-5.23253980051397,-1.138092033523203
2011-11-04,-10.536379852980009,-5.152462722538484,-1.2767382116748591
2011-11-11,-11.061773897131804,-5.121781387630899,-1.018107002242924
2011-11-18,-11.545795387703922,-5.069187082254064,-0.6836368981165764
2011-11-25,-12.31081394802523,-5.400180190645079,-0.45579977214967304
2011-12-02,-11.140722889029792,-5.517116878034869,-0.836053732525989
2011-12-09,-10.756484165023004,-5.344243866233187,-0.6291647528996381
2011-12-16,-9.748170585174238,-5.145000346512445,-0.6276172588489659
2011-12-23,-9.90272566892142,-5.26081158421726,-0.6742755090447964
2011-12-30,-9.723813672993549,-5.272832442397371,-0.700730660368192
2012-01-06,-10.443291154533302,-5.3874658880830655,-0.6811338531259538
2012-01-13,-9.63180995084549,-5.220711836421696,-0.9213355982155805
2012-01-20,-10.124150899709829,-5.392013998042973,-0.9882288329881037
2012-01-27,-9.933786590188973,-5.35131984465601,-1.0498032582239354
2012-02-03,-9.878592302539852,-5.420664270856631,-1.101982327216016
2012-02-10,-9.9542145370557,-5.37339865270455,-1.1333986854049791
2012-02-17,-10.012377785299249,-5.251127164545634,-0.9741527360681151
2012-02-24,-9.828970900920897,-5.286248614794117,-1.0620940976925881
2012-03-02,-9.479918451908107,-5.326180689653418,-1.151623454308956
2012-03-09,-9.451068005968022,-5.294931037593252,-1.148705076170319
2012-03-16,-10.280138022511776,-5.524054376775084,-0.9853427095511523
2012-03-23,-9.754752522755705,-5.361325108665163,-1.0290197463448185
2012-03-30,-9.586104277013492,-5.311156938844057,-1.0790346157472253
2012-04-05,-9.613890576576372,-5.369541261804694,-1.149163743169857
2012-04-13,-9.34779181465656,-5.301305920574251,-1.1670779795933073
2012-04-20,-9.615126545543172,-5.311866338565015,-1.04435690797572
2012-04-27,-9.385185276468112,-5.3393786760425686,-1.1897367908852203
2012-05-04,-8.932991996019137,-5.204338265170588,-1.259718042001885
2012-05-11,-8.562870368513765,-4.934465189042681,-1.2053977726302656
2012-05-18,-8.310897793939294,-4.753773030920543,-1.1175050818719359
2012-05-25,-7.627953072721665,-4.50951548613711,-1.1220458336921393
2012-06-01,-6.611804108500449,-3.9818653646366893,-1.155319205747172
2012-06-08,-7.5580161951696265,-4.398490834828066,-1.0685912038735879
2012-06-15,-8.089464297231343,-4.703335562643558,-1.1652687931107177
2012-06-22,-8.46662402283306,-4.878200754948664,-1.1468586367884193
2012-06-29,-8.74997032830177,-5.0796963565319935,-1.2477090135039037
2012-07-06,-7.677121118646804,-4.9253968782866915,-1.6163255889126549
2012-07-13,-7.126866377485438,-4.742935408895323,-1.5469921751941285
2012-07-20,-6.698459512766491,-4.497016230625074,-1.5585661442461816
2012-07-27,-7.388972125015505,-4.789743303648629,-1.4971116552376134
2012-08-03,-6.969489565088832,-4.59965509737133,-1.5642151297259081
