,PC_1,PC_2,PC_3,PC_4,PC_5
2005-09-23,-13.717785071254065,-3.337882722142058,-1.5061079745917256,-0.6880842147497298,-0.08532368925749549
2005-09-30,-14.06215812050071,-3.3123564140427555,-1.3615992827193582,-0.7078742760380684,-0.081048959093493
2005-10-07,-14.266168352980515,-3.295035187545982,-1.3318503110892077,-0.7183872567572225,-0.08221763347654269
2005-10-14,-14.555086683560596,-3.4727500022377455,-1.329735036064882,-0.7028703828760489,-0.02638766604669979
2005-10-21,-14.432812711248012,-3.3564447112023146,-1.2977925941095416,-0.7170074176696185,-0.0005742091710458399
2005-10-28,-15.049925829107384,-3.422211842294409,-1.2555967237375758,-0.6987010086635383,0.008590617058356669
2005-11-04,-15.313009612660466,-3.4718217346555895,-1.171677873884524,-0.6737355979580121,0.007758908598135638
2005-11-11,-15.495590563287502,-3.3705715417237885,-1.1096248441976846,-0.6420815072001538,0.01444076398196493
2005-11-18,-15.651799107780041,-3.2033876052159584,-1.1179631971562893,-0.6380440916677127,0.03005378594604748
2005-11-25,-15.224016703735403,-3.097335184523704,-1.2547684575026714,-0.6087837705062212,0.0022351900979736277
2005-12-02,-15.21055421733283,-3.11178805336295,-1.2518805161765654,-0.6092254437695668,-0.005551661407226978
2005-12-09,-15.319197567352695,-3.040764904029392,-1.1961559863525035,-0.632919364308171,0.02374143256709744
2005-12-16,-15.02534397631206,-2.788304694308171,-1.161270460000897,-0.6254021012180424,0.03896532295872826
2005-12-23,-15.133148605192625,-2.686756964537148,-1.0002950444180791,-0.5821386898319939,0.05292332987951585
2005-12-30,-14.757385530934954,-2.615024405884172,-1.236297397501614,-0.7765248058612665,0.07890197579619085
2006-01-06,-14.726834302582194,-2.6349828535858824,-1.1140522607548398,-0.5688610432226889,0.03659954624338869
2006-01-13,-14.68392841909718,-2.5039128374789867,-1.0525384935488564,-0.5758427263851056,0.05267314933978926
2006-01-20,-15.066929655523577,-2.60976415326695,-1.0306678354475842,-0.5988502105156259,0.051103517808978004
2006-01-27,-15.548969650198877,-2.84998540439117,-1.0499808902717334,-0.6347355245408646,0.04134247789891005
2006-02-03,-15.719214584630807,-2.8262009127486674,-0.9597483115304458,-0.6072802033804098,0.04825125423197127
2006-02-10,-15.451839845160135,-2.741171295868668,-1.037083497510796,-0.5850930251071671,0.03108120633912485
2006-02-17,-15.600679930091612,-2.8335781634148156,-1.0794656072957352,-0.623530125410824,0.02262541396874136
2006-02-24,-15.67831838602555,-2.713700342052565,-1.0251037848336975,-0.6302131746618331,0.04483712644667425
2006-03-03,-16.08799967340706,-2.6871308816708037,-0.8865226180835406,-0.6048706190277362,0.06289383610944864
2006-03-10,-16.507180264268438,-2.9261072550976195,-0.9663463069070231,-0.6592161039367845,0.06333809614058887
2006-03-17,-16.536139851475333,-2.797957233902383,-0.8761269161809225,-0.6574396458348843,0.090445373974794
2006-03-24,-16.427802035949817,-2.7584145995202283,-0.9537887360076875,-0.6319029823696414,0.0757409095553134
2006-03-31,-16.965896969368536,-2.835228792035913,-0.9166028756490275,-0.6363176139223513,0.0883183327257475
2006-04-07,-17.45510740243307,-3.35876958618737,-1.059099946853866,-0.7464449761116838,0.06542188328120778
2006-04-13,-17.586681180390443,-3.31208735092632,-0.9500582784043585,-0.7307723648879125,0.07832965952622806
2006-04-21,-17.49635332871043,-3.2877635346224516,-0.9705305864537297,-0.7068436652948166,0.07492344429680801
2006-04-28,-17.69113977348779,-3.1259106215188996,-0.8526587830402965,-0.6698922195154343,0.09773862062120661
2006-05-05,-17.795711747593366,-3.2193397139314563,-0.9449199043184037,-0.6974993685577998,0.09514105999212386
2006-05-12,-18.00295983611571,-3.2873349665648073,-0.9744310866220716,-0.6852167360959305,0.0864133742480076
2006-05-19,-17.78371737476846,-3.3142725303512868,-1.1600988353303419,-0.7019289553780077,0.07007143804937419
2006-05-26,-17.363907198843666,-3.109380536792662,-1.1633410719452173,-0.6876600897420857,0.07675067153225226
2006-06-02,-17.631602914419947,-3.0589285201013547,-1.103697024563002,-0.698053730793851,0.09465275705903521
2006-06-09,-17.628529513118064,-3.107943602135931,-1.1326714620787,-0.7056771413063935,0.0783075874304773
2006-06-16,-17.670643691546793,-3.056168862483658,-1.1249924135840161,-0.6945635385710708,0.08039423087052608
2006-06-23,-18.233802269465468,-3.153187952894954,-1.0403531653601878,-0.7224905512601653,0.10789532387091758
2006-06-30,-18.268460641902415,-3.0316549569646436,-0.9877889113500798,-0.7118899013972065,0.12326039539539435
2006-07-07,-18.260337258266503,-2.9443353385404816,-0.9753355088393355,-0.6981327654870876,0.13294595289763975
2006-07-14,-18.00049231776932,-2.914467178396905,-1.1191254205667884,-0.7119748685046879,0.10868605984277058
2006-07-21,-17.89328695945848,-2.8001704137513967,-1.14476612370628,-0.7028106175576745,0.09900550035342942
2006-07-28,-17.76297071847984,-2.7273546865960014,-1.1769162148301555,-0.6871408471540845,0.09887037503849563
2006-08-04,-17.716658444250324,-2.579084070633485,-1.1389346041452233,-0.65361228717917,0.11648410178502429
2006-08-11,-17.990223187225833,-2.6023644735970493,-1.1228232714680606,-0.6577238789450078,0.11333590204672976
2006-08-18,-17.830771407104503,-2.4270554295131834,-1.1223401140723563,-0.6587573569620078,0.12935343367809954
2006-08-25,-17.460440299113696,-2.392454194859352,-1.2612680960438922,-0.6054056346615728,0.0976865979802539
2006-09-01,-17.300319192384773,-2.1999038923901653,-1.2403691362953848,-0.6016700579663654,0.11384310086428158
2006-09-08,-17.395044563176768,-2.1017820337881075,-1.1987760476513327,-0.6075402154188901,0.12263965141519935
2006-09-15,-17.345053958900937,-1.9767442942194682,-1.1469283741496317,-0.5986339797586026,0.12356348391743523
2006-09-22,-17.089723191831947,-1.8960727803574098,-1.2336301467919584,-0.5484352458973663,0.1002104783301214
2006-09-29,-17.02671804675537,-1.7899951517722306,-1.1610352185466188,-0.4863826518684545,0.09738597421598048
2006-10-06,-16.950328468454856,-1.8248959959664597,-1.1900846752831162,-0.4534509636365604,0.0826189848833869
2006-10-13,-17.270612312884133,-1.8506597047831967,-1.0992679581735658,-0.45653616786398116,0.09359942376048791
2006-10-20,-17.33660231910436,-1.8478127165397755,-1.0986340728074968,-0.4508805647576257,0.09094756471655148
2006-10-27,-17.240760913172686,-1.694469604192658,-1.0731642174996008,-0.43071564380131644,0.09729658464615493
2006-11-03,-17.33235298027775,-1.6748115275388722,-1.0885405797448762,-0.47370614697959035,0.11411327948004267
2006-11-10,-17.205688085396048,-1.5746638372395871,-1.118891353077794,-0.46368149128954156,0.10539373287703868
2006-11-17,-17.252245223063152,-1.550529876600172,-1.080944737767594,-0.44473685462108453,0.10129104215322343
2006-11-24,-17.162669491621134,-1.5525150095209121,-1.1803380458861708,-0.44826709623031197,0.08342446116643318
2006-12-01,-17.120810912516863,-1.5430253125173279,-1.2001569740036673,-0.44018572621954716,0.07524460495507669
2006-12-08,-17.146731814411144,-1.4551665486102365,-1.1461473585719608,-0.41295369967439105,0.06821571058522227
2006-12-15,-17.467661307934584,-1.5075845878553038,-1.0780706600368515,-0.4405832988431036,0.0800091192880661
2006-12-22,-17.93292057661145,-1.6396399670530544,-1.0811316896184604,-0.47665992188543443,0.09302194082292112
2006-12-29,-18.187822158011443,-1.7203721480290324,-1.066800932016141,-0.4704728949491048,0.09804286604715565
2007-01-05,-18.287849033158743,-1.7424178182932832,-1.081348115201468,-0.47149108010845225,0.09794088903602757
2007-01-12,-18.571112867595843,-1.8875111268134037,-1.1436677975049951,-0.4831764614832262,0.09009359240887978
2007-01-19,-18.529788804825955,-1.7674230053472346,-1.1003472807978372,-0.4473280964900463,0.08073100685865449
2007-01-26,-18.77226234194188,-1.8288940901107635,-1.071132781320356,-0.4515515116970885,0.08145060201601508
2007-02-02,-18.699457737974427,-1.8866305368747835,-1.125396933849824,-0.42339925199535317,0.06721151487344805
2007-02-09,-18.710632746307045,-1.7967990793159263,-1.1192832085373008,-0.43848695526340264,0.08011917667831732
2007-02-16,-18.59094753548036,-1.755737218914224,-1.1547821602739383,-0.42959087872025054,0.07978715656730977
2007-02-23,-18.636669409684004,-1.691735805718098,-1.1288042669722274,-0.41717506371135565,0.07789779550750253
2007-03-02,-18.24014230207895,-1.6683415268380068,-1.2697256456927424,-0.39718220924253145,0.04707409290992867
2007-03-09,-18.388245993061116,-1.6150851332258032,-1.304391074177153,-0.43772215498542216,0.06665242387449673
2007-03-16,-18.249005084574826,-1.5280837338786863,-1.2904173979660634,-0.43609451932424204,0.06688749868667195
2007-03-23,-18.618170245720705,-1.679885043136778,-1.3438636867714995,-0.4829549775580552,0.061537126463121
2007-03-30,-18.85138733908896,-1.7176580808102546,-1.2934022147735622,-0.4952022333902701,0.07282660991456404
2007-04-05,-19.01328073522265,-1.771975531152266,-1.3248038758129512,-0.5057350722465312,0.06862778625323913
2007-04-13,-19.504585811092703,-1.9303582813305735,-1.3082849566524095,-0.542732101339381,0.0736919166175414
2007-04-20,-19.491407834153847,-1.8600018810139594,-1.2684213854800968,-0.5175953849322832,0.07713481298122349
2007-04-27,-19.544548403292804,-1.8121545951633589,-1.2446184923875938,-0.5002406642715183,0.06912558886557447
2007-05-04,-19.432314695661937,-1.774501135761316,-1.2733256390876995,-0.508177361686013,0.07694546171908996
2007-05-11,-19.4296055137032,-1.7465032977763295,-1.2919000521305302,-0.5075032501002857,0.06936207242912339
2007-05-18,-19.930167556784067,-1.823786847248236,-1.1996096365518225,-0.5285574090463179,0.09752078204557214
2007-05-25,-20.170219192088137,-1.8594645520670234,-1.173529270303616,-0.534435683857684,0.10032455972064372
2007-06-01,-20.432203019784268,-1.8796712132392475,-1.1171040193521529,-0.5598773943579161,0.11949491703239196
2007-06-08,-20.903622074574017,-2.141355446843333,-1.1721486857685997,-0.583562502628994,0.09757444728188017
2007-06-15,-21.313809451173316,-2.32730206361528,-1.1851196931863937,-0.6235221727855542,0.0976131670650553
2007-06-22,-21.29092041661352,-2.286895598681103,-1.1544787350071433,-0.5744140197841701,0.09425919424930804
2007-06-29,-20.889742484463866,-2.0494655196492353,-1.1310950675484648,-0.5436219454413594,0.1116016335718346
2007-07-06,-21.362759238986932,-2.1791585687193624,-1.0590483728659346,-0.5417582549384721,0.11212052604976556
2007-07-13,-21.127124863204973,-2.062757336624927,-1.103356908733959,-0.5320236738031774,0.11143466657148034
2007-07-20,-20.63072583781631,-1.802941654860288,-1.1559009032916778,-0.49616219614801216,0.09946265600966224
2007-07-27,-20.20426072982333,-1.7557879463275747,-1.2825993359773555,-0.4678941998777856,0.08111638989364914
2007-08-03,-20.217042722473543,-1.720015705908886,-1.2624240659070394,-0.444770893697655,0.07524971217260845
2007-08-10,-20.248743477488425,-1.9399739034230432,-1.3325348264636125,-0.43973977872435155,0.04598935005571019
2007-08-17,-19.82411178394255,-2.1720615749361722,-1.5564525254886457,-0.37675332659181954,-0.04778335773441478
2007-08-24,-19.855596704342542,-2.1017437538068524,-1.5861652542550337,-0.47507281765931,-0.026623750689597808
2007-08-31,-20.00566338936539,-2.230453494705039,-1.4753427956583498,-0.5017707884901293,0.019739704181782294
2007-09-07,-19.68170314755203,-2.220108129421368,-1.6634578762379193,-0.4482742108839121,-0.05280002240417335
2007-09-14,-19.54530872020386,-2.086538309667764,-1.5823876938696466,-0.5142564941725978,-0.014030057002106907
2007-09-21,-20.246827031285164,-2.4185087005790296,-1.5110273232713722,-0.5363388094384123,-0.002813175780307344
2007-09-28,-20.168266355900524,-2.392862990859924,-1.4485989897914269,-0.5211175887602699,0.02289469389876191
2007-10-05,-20.098134489021927,-2.3931637416693814,-1.4712581566696146,-0.5000115902719349,0.003301207307257402
2007-10-12,-20.39278783651191,-2.3380180410957974,-1.3295801632500337,-0.5488830138951857,0.05313996478194669
2007-10-19,-19.935203922736655,-2.2583536523028505,-1.5163279531914255,-0.5117256752598308,0.028185788609244963
2007-10-26,-19.630681464407974,-2.13602912089247,-1.560514304611278,-0.47309274056535583,-0.00016009655689581763
2007-11-02,-19.616863359487454,-2.08789296679069,-1.5835873126162219,-0.4744761072024185,0.02351481288643375
2007-11-09,-19.374244951930173,-2.193692079499694,-1.765028577177772,-0.4807149292903619,-0.012902878045346495
2007-11-16,-19.434781406902896,-2.209044388036064,-1.7986067251157425,-0.4922497955340272,-0.020205210921351174
2007-11-23,-19.324120854308646,-2.3804094739096007,-1.980851718405363,-0.5038088201919885,-0.04980496648867098
2007-11-30,-19.62268133663109,-2.437354396816739,-1.8716730411514857,-0.567045371698425,-0.03627900805412721
2007-12-07,-19.808728352150162,-2.4323478035550705,-1.8079207390524132,-0.5531709404695903,0.0007453469571507111
2007-12-14,-20.05595105383482,-2.3753553435203787,-1.596545097531992,-0.5385741546100227,0.04684751404478499
2007-12-21,-20.022193866031873,-2.397280411725181,-1.5433549429378925,-0.5144349121560706,0.03712786390182658
2007-12-28,-20.138008995680014,-2.3989146525355958,-1.5365498875704617,-0.5218267064722537,0.034242454179966596
2008-01-04,-19.506208611624526,-2.4043996089549577,-1.8731718966333546,-0.4934744669466483,-0.02253695549319063
2008-01-11,-19.446743054259127,-2.392080241914252,-1.9603856518825749,-0.5412328742422082,-0.01529105791813859
2008-01-18,-18.96834047963273,-2.528521084039345,-2.2171992433497443,-0.5005666241806561,-0.10859804755874332
2008-01-25,-19.204149652842375,-2.6438713905875275,-2.1304366820205924,-0.5504137413971028,-0.10435235586416568
2008-02-01,-18.77269885535749,-2.6689439195177536,-2.2719564259961422,-0.5171044351530836,-0.15157994328060212
2008-02-08,-18.30596378130584,-2.943559955492944,-2.4910415515498876,-0.44768544626921936,-0.2504192896926494
2008-02-15,-18.68245339649525,-3.03923129119559,-2.538430085394015,-0.40368193539187414,-0.2569639034140687
2008-02-22,-19.05905825523609,-2.9024223599185164,-2.412624490439799,-0.4762593802931124,-0.1856838765800904
2008-02-29,-18.66795151827566,-3.0621054601054696,-2.6347981316634246,-0.44488736740609935,-0.2338300278489871
2008-03-07,-18.79454433134031,-2.981133170249478,-2.7376942646254383,-0.5578771725949854,-0.18983142000498027
2008-03-14,-18.718880864383163,-2.915975113230096,-2.745627989306153,-0.6375762372884616,-0.16144224957542933
2008-03-20,-18.785485581734328,-2.615129492595171,-2.3927634068212993,-0.6154707435856304,-0.1163770505953003
2008-03-28,-19.43601929697923,-2.803955730144026,-2.334694386532722,-0.6832614230424724,-0.10543762764795371
2008-04-04,-19.324241333250423,-2.6677212861629886,-2.243717899383356,-0.60080495814395,-0.10357018145051704
2008-04-11,-19.144386290975067,-2.6208392976953063,-2.289142871104243,-0.5670371152021388,-0.11316959436118047
2008-04-18,-20.20453142111221,-2.7173333351712103,-2.0219232075262834,-0.7320322233230441,-0.0805308209738462
2008-04-25,-20.250730326607457,-2.7179716245253402,-2.0053983325318323,-0.6686350641356524,0.005471869040021379
2008-05-02,-20.22574659699592,-2.6901235452892527,-1.91732534462445,-0.6153614622537164,-0.01770758448236121
2008-05-09,-19.534736565172754,-2.518337321417131,-2.064774988102781,-0.48149144766096974,-0.04141239040133426
2008-05-16,-20.327053474259536,-2.5606448365172687,-1.857887384855835,-0.7062581043061794,0.05443436617942051
2008-05-23,-20.61235513168942,-2.4158704717605852,-1.7345073247589389,-0.7598913097305027,0.12248277365681898
2008-05-30,-21.032396658258868,-2.537760565823783,-1.6384867285670546,-0.735298360078472,0.132148326582363
2008-06-06,-21.334287446347542,-1.958730200114922,-1.3488916729806686,-0.659870962725053,0.22840241220129487
2008-06-13,-21.980631025720285,-2.220983902246308,-1.225092024826222,-0.568393663923632,0.13397513926822527
2008-06-20,-21.753099340225305,-1.945554590099348,-1.0906719923534938,-0.48688878661467644,0.1279209535598609
2008-06-27,-21.756691270738145,-2.229183026360721,-1.5318261296584927,-0.6129164702008527,0.09041679833104095
2008-07-04,-21.739968039623033,-2.2726572583147844,-1.577508155409612,-0.5996081963983048,0.084009846182349
2008-07-11,-21.33690399470302,-2.1037970071861265,-1.6523869548279344,-0.6496112813951919,0.049399576139943446
2008-07-18,-21.8280424166127,-2.2548590377128086,-1.4888954717576106,-0.6341793996394309,0.06326181962460008
2008-07-25,-21.740262822966454,-2.230802968145998,-1.5417222697017074,-0.5288830402914573,0.03444270293054318
2008-08-01,-21.025326163532913,-2.093814765511124,-1.7295665872818125,-0.5270536787137594,0.056029568496154286
2008-08-08,-20.658028972185324,-2.2619529376425676,-2.127411662558425,-0.5569958242135605,-0.0147595570678531
2008-08-15,-20.460416242725586,-2.212723804509901,-2.147269143844781,-0.5340030241354841,-0.016005320817937162
2008-08-22,-20.649082283510744,-2.147571640950844,-2.031897155133215,-0.5727142413601636,-0.009645556010703731
2008-08-29,-20.44940282336702,-2.0155591110665143,-1.9131213094931434,-0.5103971735151324,-0.007268877268147109
2008-09-05,-19.984115433931255,-2.0517893198437753,-2.3330803172569774,-0.5382188240191698,-0.018493723287809544
2008-09-12,-20.466987995771632,-2.3141579013327,-2.336795498627065,-0.5728663017926967,-0.05202252303445157
2008-09-19,-20.900683863445966,-2.6488453105484635,-2.3037461415229443,-0.6446701322848349,-0.08658859744390043
2008-09-26,-20.513576010940383,-2.9637617092971933,-2.122906771696315,-0.6154019797332937,-0.09197743441459585
2008-10-03,-18.945589930439176,-2.6611446847364135,-1.9127465601593827,-0.07364771228025765,-0.3791466663790556
2008-10-10,-18.822838310467958,-3.0717399563708976,-1.7868725811376207,-5.623048594603134e-05,-0.5139402974994822
2008-10-17,-18.845203038263957,-3.848974891953399,-1.6639659808442722,-0.25481607203995194,-0.3460360294065001
2008-10-24,-17.885533824671622,-3.7296300133242406,-1.5926373155558602,-0.2835506566432483,-0.29922031381574954
2008-10-31,-18.289716647604568,-4.394460054059634,-1.7115255871521868,-0.38629794976775034,-0.29312590478033623
2008-11-07,-17.944748534461446,-4.697905009331153,-1.875848055934264,-0.5748031908829169,-0.19552831795010062
2008-11-14,-17.739901718864214,-5.063191479722249,-2.015333115072442,-0.7681665361093981,-0.22219179711980802
2008-11-21,-16.64769747216472,-4.928044309148807,-1.6631537095197142,-0.673844511626132,-0.23217991506154062
2008-11-28,-15.992641540460893,-4.50260702726489,-1.2025457776291177,-0.5958499517923997,-0.19483766465769337
2008-12-05,-15.128657635986036,-3.822060868931276,-0.7402896739388247,-0.07437293931936963,0.0856693047885086
2008-12-12,-15.958532560811102,-4.349324718186541,-0.9909977725059428,-0.31036894812257926,0.06336611205696176
2008-12-19,-15.107980020338902,-4.475774465909124,-0.9443629760395266,-0.0984204230054361,0.12751665641014642
2008-12-24,-15.02078065841181,-4.505843295672854,-0.9454441930154853,-0.12038489975003602,0.13093499350933238
2009-01-02,-14.883188258234744,-4.579722175100711,-0.9029072628352945,-0.11382951834038618,0.11649880007527358
2009-01-09,-15.10753455108645,-5.480341461296824,-1.2605633855313878,-0.3969817083483914,-0.02374871260561773
2009-01-16,-15.228683705084983,-5.66500898555729,-1.2833918373809847,-0.5572949784307639,-0.05840282948995374
2009-01-23,-15.666291521075948,-6.536676943882833,-1.505817883097255,-0.7214870429018967,-0.05175695455088652
2009-01-30,-15.595992046839088,-6.242160472900868,-0.892465896306171,-0.18487784868567983,0.09027252443444914
2009-02-06,-15.573425620587694,-6.689817582659434,-1.0821697507077674,-0.292025635931323,0.08987852087514815
2009-02-13,-14.922619204405986,-6.367321482460781,-1.1008826405223044,-0.2997355173810564,0.062127823521498676
2009-02-20,-15.040076903320324,-6.53026059946753,-1.2272293934940781,-0.4328112014554229,0.04905228676091573
2009-02-27,-14.995946165770663,-6.66424297115503,-1.1469292449997956,-0.4847038674061529,0.05090985618589649
2009-03-06,-14.701038247340573,-6.728110871332665,-1.165857541139542,-0.4740843098354233,0.06621597459045964
2009-03-13,-15.20734238899108,-6.873087364708315,-1.2254618862233544,-0.6715544680886605,0.026428812394467815
2009-03-20,-14.852336301374933,-6.803266871741219,-1.200750741664439,-0.6900065454639849,-0.009495032969129373
2009-03-27,-14.813270867656334,-6.753948669310332,-1.1161933360463843,-0.5936720081529732,0.03471493509639091
2009-04-03,-15.177897275161504,-6.827074654524822,-1.077794923556451,-0.716108892014764,0.08235155655380295
2009-04-09,-15.353315375158125,-7.031376947482394,-1.121336673820393,-0.7020195733921408,0.0894673836604161
2009-04-17,-15.30429464609517,-6.85613091350368,-1.1884423814437772,-0.6430926648039821,0.09325683349494598
2009-04-24,-14.980872676500649,-6.774284783234779,-1.1263868726914281,-0.6130684781143573,0.09115269875352892
2009-04-30,-14.6548177620415,-6.683189146778929,-1.0441762931658487,-0.5310573117696482,0.10798987048644892
2009-05-08,-15.286448644729571,-7.285231361096287,-1.2199297805168159,-0.63156382194558,0.04599369566417053
2009-05-15,-15.118670369635993,-7.301939140395792,-1.2623829528107553,-0.6128607278478174,0.04338525626324784
2009-05-22,-15.5858414060255,-7.352277268011928,-1.3182984110009113,-0.578706113495243,0.02450233622698645
2009-05-29,-16.029367567611434,-7.491203792571215,-1.138252483071336,-0.5903219561987852,-0.11310542724476783
2009-06-05,-16.305761263989748,-7.21958539779831,-0.9345226646101924,-0.5267311422003156,0.004832649818950594
2009-06-12,-16.12348167996454,-7.2057370991878,-0.8784397613976073,-0.6769585819553429,-0.047832098100925216
2009-06-19,-16.031724433328428,-7.468969526334426,-1.1654539333085974,-0.7809742379957539,-0.11012832616533313
2009-06-26,-15.394046514156932,-7.487183799316153,-1.2298521988686315,-0.775134332447939,-0.10155126063612294
2009-07-03,-15.03555459063556,-7.390634522043851,-1.138089708657432,-0.6280101957162804,-0.041288195791923596
2009-07-10,-14.778755702627715,-7.365462519331663,-1.1013811483376763,-0.6773727679144068,-0.014755512874495653
2009-07-17,-14.993308331379307,-7.473700757701689,-0.9424029549533275,-0.5994333199283846,0.08997926470161025
2009-07-24,-15.053610108386913,-7.437428091914752,-0.995779697500834,-0.7282820807963486,0.07882560968190336
2009-07-31,-14.36671992508325,-7.006060483578399,-0.9111786862974013,-0.7136937663416174,0.06420468526639637
2009-08-07,-14.856481085175702,-6.870458472902054,-0.6376397565632089,-0.7830544224196211,0.13295807110870128
2009-08-14,-14.40351661634631,-6.970172256041525,-0.8238046729431099,-0.8826257636641567,-0.05534624462398907
2009-08-21,-14.264228109385177,-6.780761601917965,-0.7806436186426474,-0.867814946260626,-0.011046540998055366
2009-08-28,-14.21468300526283,-6.910639350645126,-0.8625212012176148,-0.9086439352196182,-0.017390595971771606
2009-09-04,-14.191023247828536,-7.107073677771582,-0.9385633931064761,-0.8174652514313,-0.051128437640079745
2009-09-11,-14.245831729306314,-7.276687842548637,-1.1040557736731433,-0.8357645935887985,-0.07870044325145056
2009-09-18,-14.548488669454716,-7.247518777514728,-1.0772584003714265,-0.8816293218111406,-0.06318740105017784
2009-09-25,-14.115600311917916,-7.1056421752452845,-1.0569809081249482,-0.833237338678589,-0.057708303909169395
2009-10-02,-13.868636771942976,-6.938672132698516,-1.041876828075274,-0.709728758102613,0.04393661006606464
2009-10-09,-14.166308847110816,-6.796726284887651,-0.9888195493044857,-0.7338775669856636,0.09484857854380532
2009-10-16,-14.508288210784624,-6.9600413883666015,-0.9977122380870138,-0.7623385988973812,0.09382468369452523
2009-10-23,-14.638485538900625,-7.097458185329434,-1.1001010810027911,-0.8644189063064286,0.08836253879102093
2009-10-30,-14.287252683420997,-6.944383544907687,-1.093100574229619,-0.8145017447367203,0.057297007387268055
2009-11-06,-14.600844654720252,-7.206062262050649,-1.125865825612212,-0.8570224067362074,0.053738348161936796
2009-11-13,-14.292819719417492,-7.138687465955865,-1.1627600044611,-0.7752563446465555,0.03605920850280217
2009-11-20,-14.169974839629806,-6.943088672777382,-1.053160747214101,-0.7119600487855363,0.05183345384313254
2009-11-27,-13.979485897172841,-6.9667963649318105,-1.2186395065248223,-0.8156898330722877,0.05462136690591308
2009-12-04,-14.127669101891607,-6.965039162017199,-1.0838844297800165,-0.8677161163654058,0.08882222621244322
2009-12-11,-14.099544867085402,-7.037496477629703,-1.1839711878946775,-0.8450099246061762,0.08345391091297771
2009-12-18,-13.664146834917078,-6.901819771920729,-1.1437426845662018,-0.7187440285034782,0.055641057212013054
2009-12-24,-14.136652682168945,-7.155341630533768,-1.1920273933911194,-0.803009468659258,-0.030256224863208076
2009-12-31,-14.476120091919572,-7.180948569081227,-1.1047524920883822,-0.8300164725525357,0.0017058402619038306
2010-01-08,-14.27239978968628,-7.187762133269465,-1.03511533049848,-0.8540061491400578,0.001223269465734095
2010-01-15,-13.982556488178412,-7.205364030331785,-1.074885291183664,-0.7450638713928421,0.0714593539200285
2010-01-22,-13.847576959119893,-7.2274602304034214,-1.1433827850709932,-0.6617072165437565,0.16411694713323613
2010-01-29,-13.808672545904772,-7.069615327597481,-1.0258125279017407,-0.5456009152001184,0.19849925942926833
