,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2016-02-04,1.7204621787894094,-2.1824621790082124,20.05568062590028,-23.94811655258892,1.6883073880955264,1.8361583464935016
2016-02-05,1.7241020361105346,-2.1851020361032694,20.05150392620852,-23.952287838586575,1.6788426805364831,1.8254813181683955
2016-02-08,1.5972288958588807,-2.0662288958342008,20.133108703527448,-23.868819102163638,1.6812884769985983,1.8198911192509095
2016-02-09,1.5862856351362968,-2.0642856351449788,20.171182155919823,-23.830561870360732,1.6915608367173858,1.8226400062288628
2016-02-10,1.6334021184366156,-2.104402118437851,20.11333235077153,-23.888663830642766,1.7060354404962037,1.844701428477867
2016-02-11,1.532601057352171,-2.0356010573229377,20.210160216785187,-23.79113607059878,1.7156274941888783,1.848270855008884
2016-02-12,1.5484991969082853,-2.0234991969028284,20.182915072134872,-23.818179340078174,1.6809204288534647,1.812673523091592
2016-02-15,1.6110634974387874,-2.078063497445358,20.127056047603627,-23.87348414487512,1.6795834507454261,1.8161877222578091
2016-02-16,1.6776838095471218,-2.13868380955244,20.072478469186112,-23.927583474452693,1.685891670733512,1.8278542560089928
2016-02-17,1.6669448967119118,-2.1319448967457784,20.087749348413038,-23.912243354086627,1.6974572531456926,1.8387395653857168
2016-02-18,1.6247529803751828,-2.097752980388747,20.1232418452251,-23.875356198991035,1.7435414854064977,1.8852724636339921
2016-02-19,1.574980230302966,-2.056980230294221,20.157997387146207,-23.84010814082685,1.7623352770497545,1.9016568240270502
2016-02-22,1.5701869859552366,-2.0471869859488785,20.14856583652352,-23.848384555707412,1.7547861632281547,1.89547795685394
2016-02-23,1.5668044989694596,-2.0458044989799533,20.18743826544958,-23.80863786879765,1.7300218457563952,1.8653661350403208
2016-02-24,1.4610103645523604,-1.9440103645106241,20.24553509088793,-23.74627890824805,1.7515227552441752,1.890438081048739
2016-02-25,1.506825221541927,-2.0038252215458128,20.210690534302774,-23.77964359464768,1.7506871221783251,1.8935337628110305
2016-02-26,1.5349835044035018,-2.050983504404278,20.16347382349463,-23.826989897604186,1.7322631972172415,1.8810332178973244
2016-02-29,1.5097408108816297,-2.0257408108540056,20.143312923356923,-23.84670666511618,1.7347575796080792,1.8882800643479658
2016-03-01,1.626840379362796,-2.1568403793627176,20.058326184040567,-23.929473191539408,1.7664669838611018,1.9289870573179555
