,PC_1,PC_2,PC_3,PC_4,PC_5
2009-08-31,-14.255096384748333,-6.89187237994701,-0.8630300487662205,0.9402217939559344,-0.03535367664583691
2009-09-30,-13.944166676151077,-6.869129522459719,-0.9443947818502534,0.8111283639513085,-0.014466361945241013
2009-10-30,-14.298929677855197,-6.91152017012604,-1.105300173505184,0.86328308604203,-0.11177646620680758
2009-11-30,-13.882070320111563,-6.820460627345599,-1.2073138516682502,0.8625425110418924,-0.10887509022283405
2009-12-31,-14.488211309236178,-7.1475792135103795,-1.1175994201373898,0.8843696553846355,-0.05010592624595916
2010-01-29,-13.82070401468673,-7.040155166241277,-1.0357714135905327,0.5854050614355029,-0.22540081972142378
2010-02-26,-13.150591238842104,-7.007473321211658,-1.2425407372011907,0.6076294243238138,-0.11655538871175983
2010-03-31,-13.055061619656767,-6.832370891461332,-1.217762371115388,0.5545024618346859,-0.12352540578825677
2010-04-30,-12.709340708021983,-6.676675215112424,-1.233508583569733,0.5387994975692632,-0.0528178695968204
2010-05-31,-11.005510034250214,-6.451395453743897,-1.4693237608736698,0.5768889388759704,0.20517719308154864
2010-06-30,-11.127245335265465,-6.159584329919574,-1.3973809915243403,0.4035630146874806,0.09872300559191355
2010-07-30,-11.428299951017694,-5.944044975272775,-1.4238848514857436,0.5779610097721504,0.0752943535308867
2010-08-31,-9.16782947739206,-4.8222274636139115,-1.1946371643744074,0.23382591677128142,0.0678629014165073
2010-09-30,-10.264232208647035,-4.943666556839403,-1.2434918335731289,0.4093213016511288,0.010626517299202378
2010-10-29,-10.992718408832452,-4.927979541791708,-1.209018746155388,0.28995511551293346,-0.015019903776370018
2010-11-30,-11.603536568577702,-5.548428104030569,-1.1269256260197238,0.24452406341883182,0.09401947376295423
2010-12-31,-12.323405647948583,-6.273712489236914,-1.1208457462391341,0.27092174663059626,0.1428216679467028
2011-01-31,-13.440498260335767,-5.8296519550415935,-0.7818230691975561,0.4847701289785142,-0.054827540751307434
2011-02-28,-13.525475325983932,-5.786647583812173,-0.8219509217237669,0.46035233076868715,-0.1512660811373371
2011-03-31,-14.461712395162916,-5.700725433476234,-0.7337723144646987,0.6504745093139749,-0.020058832722738066
2011-04-29,-14.337297323568187,-5.350734286591807,-0.8463820431090172,0.7262645156540678,0.007416582191297129
2011-05-31,-13.5805624196839,-5.267461926953046,-1.1427849448433405,0.6132628735141845,-0.09374580362582549
2011-06-30,-13.980549481037917,-5.401493261291569,-1.570460893658986,0.7963351469544104,0.10152934240373516
2011-07-29,-12.305552506743558,-5.154221866807699,-1.580345772101277,0.5853996687385341,-0.0031573578127909274
2011-08-31,-10.82596387398581,-5.462135769540932,-1.6945912987944345,0.6484583616629028,0.05609319462324449
2011-09-30,-9.614471860501647,-5.162562399665447,-1.2914874134189425,0.6605936604881478,-0.04529100540931898
2011-10-31,-10.697443386237545,-5.703780135414021,-1.4750591185423358,0.5972004908857158,-0.05963845294526472
2011-11-30,-11.289212277991627,-6.267592344312607,-1.1379575329975233,0.5132823378401077,0.12810409704204026
2011-12-30,-9.40310033701056,-5.778580881173135,-0.9949873438873497,0.40050708039830846,0.1941592366202419
2012-01-31,-9.54526127549936,-5.819047777315741,-1.3323254630016623,0.2604523141236512,-0.05522165001407263
2012-02-29,-9.344617011371929,-5.813967910981868,-1.4117963251523449,0.4248210526919231,0.11639028931602488
2012-03-30,-9.258211029299495,-5.797559587754194,-1.3695805941485486,0.2323677018837384,-0.10143769359836903
2012-04-30,-8.9009512149403,-5.757503176095253,-1.4862737296414932,0.4018056658740039,-0.024466809701035222
2012-05-31,-6.775994240034757,-4.508068009635562,-1.3323694684542247,0.293457052763243,0.011413734677497907
2012-06-29,-8.435121580022358,-5.511308975489957,-1.5175940097586234,0.5119473543056078,0.07350104963048829
2012-07-31,-6.668336679454138,-4.970769119341984,-1.7393356253506387,0.35591537711918186,-0.008626324358269185
2012-08-31,-6.8297833431670805,-4.966306471866275,-1.7135437231995676,0.3304308238487806,-0.010670044265602613
2012-09-28,-7.069019633882277,-5.112174254576136,-1.8260937227874936,0.3642713718577992,-0.18096175905461448
2012-10-31,-7.144575362855757,-5.138901038857562,-1.8163768813814725,0.4305868409842725,-0.14168805887422514
2012-11-30,-6.745639934429774,-4.988217163531302,-1.996085517460123,0.5418649725387596,-0.14015215944183118
2012-12-31,-6.339039376094663,-4.750946835680045,-1.9276631877420813,0.389743991341234,-0.14035347293503558
2013-01-31,-7.619192989401941,-4.928233041265516,-1.5614047533341544,0.4765813208337816,-0.20409564384096804
2013-02-28,-7.052220008744963,-5.083327725735366,-1.9172935095370702,0.4886925093732096,-0.22894200514253876
2013-03-28,-6.71197011758404,-4.937966381777712,-2.0126941788971444,0.554270020553217,-0.2302422152384599
2013-04-30,-6.046917579489027,-4.53547538558967,-1.963158659838814,0.5978969176178058,-0.23498699730422343
2013-05-31,-7.038515166927792,-5.032550133215258,-1.925552180319557,0.6086582882278913,-0.19184184496634588
2013-06-28,-7.981211024628165,-5.251361231348594,-1.5953271667610964,0.523647062323475,-0.15555660570180319
2013-07-31,-7.26177203827306,-5.007363854386096,-1.6457777139792173,0.4951597125120705,-0.1364641393017348
2013-08-30,-8.024408268848386,-5.314258078944952,-1.5715324412118807,0.5098438968376255,-0.08600481830503655
2013-09-30,-7.666480451182188,-5.213933298223801,-1.7058775693649197,0.5361337550613624,-0.131703337679723
2013-10-31,-7.377744581613868,-5.175837535486371,-1.9258397162729404,0.5821640401720676,-0.14509755034953115
2013-11-29,-7.470334994790889,-5.22035703084377,-1.9532092861852446,0.5569820967493803,-0.12081648890234675
2013-12-31,-8.239939972439325,-5.4416695842287774,-1.6850893568396172,0.4993382998214865,-0.012640459324570155
2014-01-31,-7.092225040715732,-4.989006624938829,-1.9010697256867681,0.5218434000208084,-0.07561650376156165
2014-02-28,-7.1142353378206185,-4.86251442455518,-1.881305653323917,0.5298681016014849,-0.08063540153233333
2014-03-31,-6.962434396784483,-4.714750884356722,-1.8827632505296703,0.5225619485475284,-0.11851592413128291
2014-04-30,-6.624582748876702,-4.550110146872097,-1.837550598516451,0.5355238959173757,-0.15336941066044715
2014-05-30,-6.073442214986186,-4.425917648043452,-1.9484349530942966,0.5892177232273416,-0.16273801870976623
2014-06-30,-5.703354827371858,-4.322902487433588,-1.9899888730817543,0.6702924132085005,-0.1565732857134039
2014-07-31,-5.333903064927507,-4.084358865075782,-1.8993859478165438,0.6581100238738479,-0.14950346514962862
2014-08-29,-4.229593141310287,-3.428777433936533,-1.7073147947089895,0.6540838678664702,-0.1242048668404651
2014-09-30,-4.342769634807831,-3.6684895825368717,-1.8668203101796135,0.7030530084170554,-0.13864694182393264
2014-10-31,-4.039289572149911,-3.4086329730928773,-1.7767860752833768,0.7177686379119473,-0.12203311036896199
2014-11-28,-3.551151912172301,-3.014777611637943,-1.6732298007041748,0.775694420700193,-0.0916866516899217
2014-12-31,-2.9133448322391384,-2.651654889554655,-1.5648905426985802,0.6872894040896838,-0.08830567825549628
2015-01-30,-1.7259203343942167,-1.9465915143379466,-1.047894021167406,0.6008619052833846,-0.0029365371278562797
2015-02-27,-1.5864462337884047,-2.066610009422131,-1.1056389042098893,0.6320754339279658,-0.009662085919024838
2015-03-31,-0.9260165260003063,-1.510252397164015,-0.6900676157445619,0.34636726086236996,0.02165718940663135
2015-04-30,-1.5764296689221926,-1.9706307253209203,-0.7804705903864498,0.49117068880433323,0.03304034270055333
2015-05-29,-2.2856286385850995,-2.5148107599673857,-1.1021146964864006,0.5429080010475271,0.05126132959932293
2015-06-30,-3.579433938851297,-3.5013209528075806,-1.4695082650616353,0.7075093526356381,0.08148353009101557
2015-07-31,-2.7319675857213195,-2.9753957456707174,-1.290841595211878,0.53664201692794,-0.06656590692932904
2015-08-31,-3.0830347555148365,-3.137349480664298,-1.3180931237215336,0.5417480617302458,-0.08246006832537843
2015-09-30,-2.6801480353084433,-3.0134898396556,-1.3249797546286577,0.7175153056585436,0.0007593842303504782
2015-10-30,-2.3955840914085913,-2.9515772291023903,-1.3682932593454917,0.7023124729015339,0.030584563907226175
2015-11-30,-2.2479746841069024,-3.1471494250389216,-1.5691447134503058,0.8055461246647034,0.02219962761248169
2015-12-30,-2.8881348983168063,-3.5031807196539066,-1.5038127040661422,0.8279489507958232,0.02939895359099924
2016-01-29,-1.622544481846818,-2.855719852012329,-1.4532977059773762,0.7217384144011975,0.019029304298710834
2016-02-29,-0.7712627766645596,-2.4394279321185772,-1.3262667361583371,0.6778180743739728,0.005011327075187847
2016-03-31,-0.9046603300296614,-2.4023588940194522,-1.2095332860180876,0.6391756032824905,0.009003376623704307
2016-04-29,-1.2367829751973323,-2.7384774270730046,-1.3209563485936109,0.7413736978768176,0.007957110817949501
2016-05-31,-0.7815598899149167,-2.4724837080093804,-1.2253284303202248,0.7128436880899605,0.0006566871116583861
2016-06-30,0.730983592892803,-1.6779257958972087,-0.8239413508580606,0.44522946067838964,0.008317440324598956
2016-07-29,0.8465103050110472,-1.5932079682158844,-0.8399015716843006,0.47501482299857534,-0.0062087916781702075
2016-08-31,0.6838676689254227,-1.7345719618646067,-0.9100124952559362,0.52745093111586,-0.00846597811626415
2016-09-30,0.8730092754769914,-1.8454660548870254,-0.9419499358497118,0.5864885630096012,-0.013561321805141026
2016-10-31,-0.21455809795225741,-2.561619029677898,-0.9597829190114724,0.6897685241325703,0.0051445082775475985
2016-11-30,-0.48968141561153095,-2.9475369318221447,-1.16782324045138,0.5855105906806004,0.07183479023608798
2016-12-30,-0.3971397831431833,-3.0925177492726905,-1.205300450492259,0.659688928282753,0.022209978884238844
